"baseMean"	"log2FoldChange"	"lfcSE"	"svalue"
"Smic28717"	120.479721473871	-8.40723593337068	0.770800394492776	0
"Smic31710"	435.394912059444	4.20939674778676	0.243694019578132	3.07891289232217e-20
"Smic33268"	43.9671983923563	-4.64744386929642	0.376092995490856	3.21927690233227e-13
"Smic8970"	283.285021405921	3.80971148804236	0.26027332958046	6.88066405323083e-13
"Smic29410"	191.840968976914	4.47213534627444	0.367496470717317	2.28285482242361e-12
"Smic5135"	271.278174272099	4.3965449024011	0.3609499028485	4.52439907375507e-12
"Smic20710"	112.309907702939	-5.4432161173982	0.527993646058203	8.85596332444473e-12
"Smic27697"	260.96961174377	4.87028463594359	0.451026768345826	2.00431765206103e-11
"Smic14391"	139.552509271399	-7.88965198598832	0.967189785037177	8.07609297579586e-11
"Smic22432"	275.655579394486	6.00912000944915	0.659956565849158	1.34746713139156e-10
"Smic12060"	291.156993929778	4.84364115752575	0.469906005461645	1.87721498525491e-10
"Smic9379"	152.59226753422	5.20117661157868	0.531072782101157	2.41350051601229e-10
"Smic24049"	470.813985086958	3.12148536658965	0.189624866552351	3.51026422479428e-10
"Smic21195"	206.752374961192	-7.33818104815104	0.907950766406463	4.73033073841042e-10
"Smic21197"	22.709631759416	-9.62341590859673	1.30085630881158	5.95502625746956e-10
"Smic22426"	140.619039291452	4.90353707721346	0.510243775469482	9.54144233287637e-10
"Smic39460"	332.100741228218	3.28068993266727	0.227340235520381	1.41781087983149e-09
"Smic37635"	145.870986101835	4.06452628533611	0.378975424902354	2.75679507144368e-09
"Smic21196"	40.884391139077	-9.84376337604309	1.44532083544923	4.11979346095995e-09
"Smic31249"	26.4871343904297	-7.43850240932109	1.00903314073792	5.67705568795629e-09
"Smic3917"	143.493655313321	4.65697874216221	0.494549796136714	7.25538047229051e-09
"Smic391"	25.7261655579912	-10.8895542057338	1.65704836816205	8.76848688224113e-09
"Smic29979"	160.841332349005	6.12480655207634	0.78045724262074	1.11182390674434e-08
"Smic20532"	205.434157705184	4.68406322183455	0.513946714714996	1.43334615350417e-08
"Smic11159"	141.820572604711	4.20637528417429	0.424528370273447	1.78055339335173e-08
"Smic4748"	27.8861024816825	-4.59375029444934	0.501276083386478	2.15201907508057e-08
"Smic14118"	154.814807439995	4.53144054329496	0.497478450275435	2.74050865092456e-08
"Smic4631"	205.142929712868	4.25242950832812	0.446271934944728	3.4431717120568e-08
"Smic21890"	201.698192691671	3.63762866311033	0.326409797933235	4.22890517766735e-08
"Smic34877"	153.266336553209	3.96863367541737	0.395010174368132	5.12731238876646e-08
"Smic28910"	42.1298567815097	-7.41404683479419	1.08786568839658	6.00477469793387e-08
"Smic10703"	117.331057248079	4.97442818803567	0.601581795574519	7.01087767817715e-08
"Smic20898"	46.1708936054086	-9.00955563341605	1.42601474789968	8.14028209093685e-08
"Smic14416"	131.33457311964	4.83674729232511	0.583332609612036	9.60114193955158e-08
"Smic47687"	136.565733929288	-4.89127664040532	0.598393198235872	1.12603828961741e-07
"Smic47715"	46.2364122151149	-9.80384385533016	1.61530282613652	1.28325335455596e-07
"Smic15205"	730.757895755864	3.22229714172716	0.253556991651742	1.4419846380057e-07
"Smic14383"	108.454974069873	6.36818175153499	0.90945911107969	1.60964723376006e-07
"Smic9974"	137.598929799832	6.49027195482626	0.935523538165257	1.77205355410968e-07
"Smic22022"	78.8950694413669	-4.8087329813998	0.587707705775062	1.94781868114051e-07
"Smic1791"	38.3409100272843	-5.31993722945424	0.695017256739829	2.11754721274076e-07
"Smic226"	175.979490260639	4.05313273372736	0.430339229468004	2.28539943843223e-07
"Smic10429"	178.448490600338	-9.08951979117188	1.492487644972	2.46862218850853e-07
"Smic2180"	26.6951730394902	-5.89425421711726	0.821801627799274	2.65696694119001e-07
"Smic44475"	134.486361574517	4.27292983260388	0.481466548126786	2.85888405931047e-07
"Smic34351"	175.544278504619	4.39735570725034	0.510823651586049	3.08920407543376e-07
"Smic20899"	50.0422141140141	-8.7657678976968	1.47009676100983	3.46808325061626e-07
"Smic16727"	99.7155998789634	-4.11659883400349	0.461402832597225	3.86352843959402e-07
"Smic9766"	88.2490903590682	4.70541284885357	0.590166856605328	4.24982270574911e-07
"Smic42022"	152.154243422617	3.34766664163685	0.294218698838934	4.62870776368633e-07
"Smic37828"	169.872954647861	3.60212064027411	0.350148952887883	5.00362775538e-07
"Smic6571"	98.7414444158581	4.12280030172122	0.465160865878377	5.3909413882729e-07
"Smic22221"	125.382886876688	6.30409090745901	0.949359556836751	5.83606765305867e-07
"Smic20900"	77.5619318502809	-7.33435237089291	1.18479899572299	6.35033952698156e-07
"Smic28183"	23.305846643839	-4.59538689078151	0.579283869573013	6.91238166442898e-07
"Smic49067.Novel"	8.52784453351187	-4.77121102676604	0.619882564161289	7.4855679410928e-07
"Smic27346"	95.1595892837301	3.7714088955716	0.396445534081	8.04608734197973e-07
"Smic39939"	95.0507356587661	4.14639343711698	0.481350879034621	8.61687148679415e-07
"Smic9240"	28.1917429305275	-6.2641051009963	0.966373963651975	9.33687004300471e-07
"Smic39575"	89.2453285448526	-5.21651884992509	0.730252758578107	1.00641507013998e-06
"Smic14103"	199.436454502766	2.98757532962415	0.224637747793699	1.08017123488784e-06
"Smic20677"	97.8794637528014	4.39178851097772	0.54694568864325	1.16158447539216e-06
"Smic24598"	111.872948187991	5.48326380442312	0.797642261395854	1.24314155122179e-06
"Smic5169"	42.5706116538158	-4.47221852640212	0.567242516307688	1.32611657166884e-06
"Smic11879"	136.997116515673	6.2057351854458	0.971797802046232	1.42157178591273e-06
"Smic21340"	121.781394258476	4.1078377946134	0.487443257339792	1.5159688647038e-06
"Smic28909"	44.3795638961426	-7.32536962180676	1.25083205730294	1.64764174359864e-06
"Smic16049"	50.3236507705843	-4.79063732252862	0.655983240535308	1.77772370475394e-06
"Smic2499"	90.6732095699745	4.68955580735944	0.633181516958876	1.90847446534836e-06
"Smic27291"	102.896574551256	5.8301730853265	0.918212247950463	2.09750847856172e-06
"Smic344"	121.984439707971	4.1484950481632	0.515112393502426	2.28160412770404e-06
"Smic6321"	94.6305804916756	6.83816938059924	1.16027075063746	2.46157045794709e-06
"Smic10666"	18.8911267241046	-5.35912543407786	0.808591197692873	2.65133911399918e-06
"Smic19625"	71.4186392550264	5.89242659318594	0.937851734271912	2.83979815031876e-06
"Smic41490"	104.797372515685	4.29319325458551	0.553936431440087	3.03366018004294e-06
"Smic30229"	91.9526384798492	4.7735220904866	0.670493656094095	3.22570800493505e-06
"Smic31681"	121.379636726045	3.819959599745	0.443659389566138	3.44960779950782e-06
"Smic13579"	79.8163871036314	4.04157503218193	0.498184200933697	3.67248259616386e-06
"Smic4125"	76.2071125077664	4.82714141334824	0.689943100424547	3.89015748805722e-06
"Smic20719"	231.158980157965	3.15915669688557	0.282995605211943	4.1042223816426e-06
"Smic32380"	94.7541677140297	3.90501084282322	0.465951775049924	4.32164189202913e-06
"Smic23469"	75.773635914517	4.84964970600289	0.697012512845656	4.53381843371052e-06
"Smic13813"	138.3346956313	4.09886749470325	0.513928505273553	4.74589988708243e-06
"Smic392"	193.895807647481	-7.32377390709367	1.3047677255433	4.95718663523142e-06
"Smic1744"	111.233863868134	5.21799928389463	0.792648654968392	5.18777051498714e-06
"Smic22819"	88.6014595190262	4.3660373138873	0.587946376856513	5.45977091090302e-06
"Smic3478"	156.929435683863	3.11016537457323	0.276368329248406	5.73580421709532e-06
"Smic12777"	101.162219815565	4.25629037419467	0.56339989116577	6.02333070375211e-06
"Smic44898"	61.6915516250678	-4.53477054601652	0.635399396871739	6.32801797496188e-06
"Smic1330"	50.6373244997683	-4.44574720850165	0.613496885998794	6.63012805388203e-06
"Smic9877"	126.014114030272	4.36835356411637	0.594169194600113	6.92649378882812e-06
"Smic3504"	81.1801982209214	4.50796193863071	0.638753499310174	7.31995062925963e-06
"Smic35446"	86.236013908452	3.68540754072497	0.430763288729635	7.73212851729787e-06
"Smic20109"	19.4206300970269	-5.3632937716151	0.863649343823431	8.17375572172149e-06
"Smic39852"	71.8584685316621	5.02670360309427	0.783387671328233	8.6757374343618e-06
"Smic27414"	4.1179201913613	-5.45872338415978	0.899037425841982	9.20778389110622e-06
"Smic12149"	5.90689301691581	-4.72667873242395	0.710315244823704	9.7504531181963e-06
"Smic38537"	80.6693290120802	4.20876243293809	0.576005305078673	1.02925796342925e-05
"Smic14385"	259.048822605212	3.1103570061608	0.291072500172696	1.0877216586055e-05
"Smic6608"	40.1395401955393	-5.10166463417012	0.818388847358194	1.15217886661074e-05
"Smic24373"	149.433009282327	3.12274050452796	0.296874738918769	1.21782912629197e-05
"Smic33392"	63.1709128412916	4.67425979747775	0.711995627440365	1.29052031389837e-05
"Smic27205"	66.9162080862358	5.46312202983002	0.923634277630153	1.36402093599074e-05
"Smic49149.Novel"	101.487163597409	5.53458762107209	0.945272531980076	1.43964945022071e-05
"Smic11675"	99.4827599921043	3.84992436103296	0.495544249873571	1.51599809665293e-05
"Smic16461"	84.1058461561146	6.36090438560926	1.17301032648267	1.59652744002899e-05
"Smic32735"	265.801362303759	2.80706794735688	0.217592293173948	1.67880800883611e-05
"Smic40458"	96.5317527437845	4.15361313456677	0.580662924449967	1.75963957943863e-05
"Smic12064"	121.069231196115	3.53317376526486	0.414035451946292	1.8412318284654e-05
"Smic24786"	18.4228776661268	-3.8294946871749	0.495297203991952	1.92494221453734e-05
"Smic5288"	76.1140918859739	4.20040103588626	0.597112495625216	2.01059149912591e-05
"Smic20141"	240.178207329976	3.19948033473997	0.325704561282134	2.09565498309647e-05
"Smic30965"	170.339093357111	3.21869912189643	0.331240957037331	2.1806376628312e-05
"Smic13397"	143.151573114077	3.67883100490504	0.457413102724948	2.26777744912833e-05
"Smic13526"	64.6621589937414	4.15026227904981	0.586341469813652	2.35465354606761e-05
"Smic6925"	98.0898345875375	5.37392486956184	0.921805915680357	2.44301526050335e-05
"Smic36843"	64.9719345824672	4.87703036909829	0.786796744328891	2.53134226799424e-05
"Smic42470"	7.21508190746199	-6.39276616163577	1.20205461037084	2.61912863477681e-05
"Smic25329"	62.9770164763529	5.3263555114636	0.911867046355522	2.70822943093316e-05
"Smic24153"	127.469980731906	3.38862888278651	0.381073175870104	2.7975101297507e-05
"Smic24926"	28.8233381744515	-4.69235921775127	0.740375302663779	2.88860103654347e-05
"Smic43647"	155.584989326583	3.68087181325241	0.462348584760094	2.97862634306452e-05
"Smic592"	95.3436665495064	3.32152651998088	0.363527898851159	3.067286472954e-05
"Smic29556"	64.9320553833232	5.39785168536693	0.935580997932423	3.15603463446411e-05
"Smic14094"	75.4338154257353	3.77631271277142	0.490761897669143	3.24885545936304e-05
"Smic27237"	76.2598634832284	3.46922520762928	0.406100158244232	3.34093437169047e-05
"Smic41618"	104.901745613125	3.72427550980744	0.476779676096978	3.4321903756436e-05
"Smic34807"	227.507248807373	4.27844771516932	0.630090076862274	3.52221755596451e-05
"Smic41881"	89.6215342711364	3.3792421097792	0.382210785715087	3.61424123057964e-05
"Smic35040"	113.590020329596	3.30157750529289	0.360728206565435	3.70502990983944e-05
"Smic26495"	93.7482062785443	4.54796792410748	0.707703302420735	3.79804848244298e-05
"Smic43539"	47.8182342072327	4.85879906012619	0.794445682909865	3.89051747728026e-05
"Smic24891"	267.529783546051	3.48365239315006	0.412449115573148	3.98220149091027e-05
"Smic39947"	56.7809604580041	3.76320945169392	0.490550077243058	4.07382701879189e-05
"Smic35658"	128.60163167216	3.77352627744932	0.493422726688237	4.16410308731488e-05
"Smic30704"	123.361009338111	4.6614232430679	0.741941141506043	4.25641315509959e-05
"Smic3602"	6.18571774597191	-4.59660167139747	0.725296486154745	4.35071716235145e-05
"Smic6387"	309.158890105873	3.78904048289038	0.500091651672838	4.44491321763183e-05
"Smic31083"	124.367147286287	3.9738111628884	0.552855644851835	4.54124267016242e-05
"Smic46703"	58.2335890980743	-3.63307700442118	0.458197184650341	4.63918268186513e-05
"Smic7767"	30.546596794421	-3.5387164513936	0.431967275108445	4.73673503937514e-05
"Smic13387"	56.7311833258489	4.56909589459768	0.722652752196591	4.83642320433312e-05
